[0.000000] (-) TimerEvent: {}
[0.000229] (micro_ros_setup) JobQueued: {'identifier': 'micro_ros_setup', 'dependencies': OrderedDict()}
[0.738809] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/package.xml\n'}
[0.739088] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/create.sh\n'}
[0.739452] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/build.sh\n'}
[0.739829] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/configure.sh\n'}
[0.740219] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client-colcon.meta\n'}
[0.740608] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/flash.sh\n'}
[0.740999] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client_uros_packages.repos\n'}
[0.741250] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/board.repos\n'}
[0.741487] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/list_apps.sh\n'}
[0.741834] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32\n'}
[0.742097] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/README.md\n'}
[0.742351] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/package.xml\n'}
[0.742739] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/create.sh\n'}
[0.743126] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/build.sh\n'}
[0.743499] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/configure.sh\n'}
[0.743901] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/client-colcon.meta\n'}
[0.744287] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/flash.sh\n'}
[0.744677] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/client_uros_packages.repos\n'}
[0.744946] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/freertos/esp32/board.repos\n'}
[0.745200] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib\n'}
[0.745449] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/dev_uros_packages.repos\n'}
[0.745704] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/dev_ros2_packages.txt\n'}
[0.746065] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic\n'}
[0.746321] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic/package.xml\n'}
[0.746652] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic/create.sh\n'}
[0.747149] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic/demo_toolchain.cmake\n'}
[0.747654] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic/build.sh\n'}
[0.748199] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic/client-colcon.meta\n'}
[0.748528] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic/flash.sh\n'}
[0.749387] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/generate_lib/generic/client_uros_packages.repos\n'}
[0.749685] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/utils.sh\n'}
[0.749928] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/agent_uros_packages.repos\n'}
[0.750205] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed\n'}
[0.750475] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/dev_uros_packages.repos\n'}
[0.750730] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/dev_ros2_packages.txt\n'}
[0.751015] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/list_apps.sh\n'}
[0.751206] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic\n'}
[0.751435] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic/supported_platforms\n'}
[0.751660] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic/package.xml\n'}
[0.751880] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic/create.sh\n'}
[0.752367] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic/build.sh\n'}
[0.752626] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic/flash.sh\n'}
[0.753034] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic/client_uros_packages.repos\n'}
[0.753382] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/mbed/generic/board.repos\n'}
[0.753771] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian\n'}
[0.754116] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/dev_uros_packages.repos\n'}
[0.754437] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/dev_ros2_packages.txt\n'}
[0.755084] (micro_ros_setup) StdoutLine: {'line': b'-- Up-to-date: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic\n'}
[0.755290] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic/supported_platforms\n'}
[0.755825] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic/create.sh\n'}
[0.756254] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic/build.sh\n'}
[0.756678] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic/configure.sh\n'}
[0.757054] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic/client-colcon.meta\n'}
[0.757487] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic/flash.sh\n'}
[0.757951] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/raspbian/generic/client_uros_packages.repos\n'}
[0.758315] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/client_uros_packages.repos\n'}
[0.758763] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/client_ros2_packages.txt\n'}
[0.759198] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/./config/agent_ros2_packages.txt\n'}
[0.759945] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/create_ws.sh\n'}
[0.760495] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/create_agent_ws.sh\n'}
[0.760930] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/create_firmware_ws.sh\n'}
[0.761257] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/configure_firmware.sh\n'}
[0.761580] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/flash_firmware.sh\n'}
[0.761938] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/build_firmware.sh\n'}
[0.762266] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/build_agent.sh\n'}
[0.762605] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/yaml_filter.py\n'}
[0.762950] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/clean_env.sh\n'}
[0.763271] (micro_ros_setup) StdoutLine: {'line': b'-- Installing: /home/robot/app/robot_ws/install/micro_ros_setup/lib/micro_ros_setup/component\n'}
[0.767735] (micro_ros_setup) CommandEnded: {'returncode': 0}
[0.801313] (-) TimerEvent: {}
[0.843037] (micro_ros_setup) JobEnded: {'identifier': 'micro_ros_setup', 'rc': 0}
[0.844904] (-) EventReactorShutdown: {}
